Area,Period,SOC,Occupation Title,Base Year,Projected Year,Change,Percent,Total Annual Openings,Growth Annual Openings,Replacement Annual Openings
0,2014-2024,' 27-3043,Writers and Authors,19180,20350,1170,6.1%,440,120,320
0,2014-2024,' 27-3091,Interpreters and Translators,4390,5900,1510,34.4%,220,150,70
0,2014-2024,' 27-3099,"Media and Communication Workers, All Other",1610,1830,220,13.7%,50,20,30
0,2014-2024,' 27-4000,Media and Communication Equipment Workers,31330,34900,3570,11.4%,940,360,580
0,2014-2024,' 27-4011,Audio and Video Equipment Technicians,7480,9170,1690,22.6%,310,170,140
0,2014-2024,' 27-4012,Broadcast Technicians,3140,3120,-20,-0.6%,60,0,60
0,2014-2024,' 27-4014,Sound Engineering Technicians,2490,2780,290,11.6%,80,30,50
0,2014-2024,' 27-4021,Photographers,9840,10340,500,5.1%,290,50,240
0,2014-2024,' 27-4031,"Camera Operators, Television, Video, and Motion Picture",2320,2420,100,4.3%,30,10,20
0,2014-2024,' 27-4032,Film and Video Editors,5040,6020,980,19.4%,140,100,50
0,2014-2024,' 27-4099,"Media and Communication Equipment Workers, All Other",930,950,20,2.2%,20,0,20
0,2014-2024,' 29-0000,Healthcare Practitioners and Technical Occupations,555990,652160,96170,17.3%,22220,9630,12600
0,2014-2024,' 29-1000,Health Diagnosing and Treating Practitioners,376240,441640,65400,17.4%,15490,6540,8950
0,2014-2024,' 29-1011,Chiropractors,2240,2570,330,14.7%,70,30,40
0,2014-2024,' 29-1021,"Dentists, General",11090,13230,2140,19.3%,440,210,230
0,2014-2024,' 29-1022,Oral and Maxillofacial Surgeons,840,990,150,17.9%,30,20,20
0,2014-2024,' 29-1023,Orthodontists,360,430,70,19.4%,10,10,10
0,2014-2024,' 29-1031,Dietitians and Nutritionists,5220,6260,1040,19.9%,140,100,40
0,2014-2024,' 29-1041,Optometrists,3090,3910,820,26.5%,190,80,110
0,2014-2024,' 29-1051,Pharmacists,19640,20690,1050,5.3%,560,110,460
0,2014-2024,' 29-1061,Anesthesiologists,3390,4070,680,20.1%,160,70,90
0,2014-2024,' 29-1062,Family and General Practitioners,2570,2840,270,10.5%,100,30,70
0,2014-2024,' 29-1063,"Internists, General",2470,2760,290,11.7%,100,30,70
0,2014-2024,' 29-1064,Obstetricians and Gynecologists,2800,3120,320,11.4%,110,30,80
0,2014-2024,' 29-1065,"Pediatricians, General",2880,3170,290,10.1%,110,30,80
0,2014-2024,' 29-1066,Psychiatrists,3920,4270,350,8.9%,140,40,110
0,2014-2024,' 29-1067,Surgeons,2780,3240,460,16.5%,120,50,80
0,2014-2024,' 29-1069,"Physicians and Surgeons, All Other",46460,52710,6250,13.5%,1880,630,1250
0,2014-2024,' 29-1071,Physician Assistants,11480,14590,3110,27.1%,570,310,260
0,2014-2024,' 29-1081,Podiatrists,950,1060,110,11.6%,30,10,20
0,2014-2024,' 29-1122,Occupational Therapists,9760,11940,2180,22.3%,410,220,190
0,2014-2024,' 29-1123,Physical Therapists,16740,21650,4910,29.3%,940,490,450
0,2014-2024,' 29-1124,Radiation Therapists,1330,1540,210,15.8%,50,20,30
0,2014-2024,' 29-1125,Recreational Therapists,2020,2260,240,11.9%,70,20,50
0,2014-2024,' 29-1126,Respiratory Therapists,6410,7100,690,10.8%,220,70,150
0,2014-2024,' 29-1127,Speech-Language Pathologists,10960,13320,2360,21.5%,510,240,280
0,2014-2024,' 29-1128,Exercise Physiologists,470,520,50,10.6%,10,10,10
0,2014-2024,' 29-1129,"Therapists, All Other",1700,2060,360,21.2%,50,40,20
0,2014-2024,' 29-1131,Veterinarians,3430,3860,430,12.5%,100,40,50
0,2014-2024,' 29-1141,Registered Nurses,183210,214460,31250,17.1%,7450,3120,4320
0,2014-2024,' 29-1151,Nurse Anesthetists,1630,1950,320,19.6%,70,30,40
0,2014-2024,' 29-1161,Nurse Midwives,490,560,70,14.3%,20,10,10
0,2014-2024,' 29-1171,Nurse Practitioners,11420,15080,3660,32%,640,370,270
0,2014-2024,' 29-1181,Audiologists,970,1250,280,28.9%,50,30,20
0,2014-2024,' 29-1199,"Health Diagnosing and Treating Practitioners, All Other",3260,3940,680,20.9%,140,70,80
0,2014-2024,' 29-2000,Health Technologists and Technicians,172840,202890,30050,17.4%,6520,3010,3510
0,2014-2024,' 29-2011,Medical and Clinical Laboratory Technologists,10420,11410,990,9.5%,350,100,250
0,2014-2024,' 29-2012,Medical and Clinical Laboratory Technicians,8830,10280,1450,16.4%,360,150,210
0,2014-2024,' 29-2021,Dental Hygienists,10640,12830,2190,20.6%,400,220,180
0,2014-2024,' 29-2031,Cardiovascular Technologists and Technicians,3050,3680,630,20.7%,120,60,60
0,2014-2024,' 29-2032,Diagnostic Medical Sonographers,5270,6660,1390,26.4%,240,140,100
0,2014-2024,' 29-2033,Nuclear Medicine Technologists,1430,1450,20,1.4%,30,0,30
0,2014-2024,' 29-2034,Radiologic Technologists,14260,15550,1290,9%,400,130,270
0,2014-2024,' 29-2035,Magnetic Resonance Imaging Technologists,1590,1830,240,15.1%,50,20,30
0,2014-2024,' 29-2041,Emergency Medical Technicians and Paramedics,16480,21270,4790,29.1%,750,480,270
0,2014-2024,' 29-2051,Dietetic Technicians,910,1020,110,12.1%,20,10,10
0,2014-2024,' 29-2052,Pharmacy Technicians,16950,19100,2150,12.7%,380,220,170
0,2014-2024,' 29-2053,Psychiatric Technicians,1420,1480,60,4.2%,20,10,10
0,2014-2024,' 29-2054,Respiratory Therapy Technicians,370,290,-80,-21.6%,0,0,0
0,2014-2024,' 29-2055,Surgical Technologists,5510,6180,670,12.2%,120,70,60
0,2014-2024,' 29-2056,Veterinary Technologists and Technicians,4300,5270,970,22.6%,140,100,40
0,2014-2024,' 29-2057,Ophthalmic Medical Technicians,2270,2830,560,24.7%,80,60,20
0,2014-2024,' 29-2061,Licensed Practical and Licensed Vocational Nurses,51550,60870,9320,18.1%,2400,930,1470
0,2014-2024,' 29-2071,Medical Records and Health Information Technicians,9220,10720,1500,16.3%,360,150,210
0,2014-2024,' 29-2081,"Opticians, Dispensing",2970,3670,700,23.6%,150,70,80
0,2014-2024,' 29-2091,Orthotists and Prosthetists,480,590,110,22.9%,20,10,10
0,2014-2024,' 29-2099,"Health Technologists and Technicians, All Other",4770,5700,930,19.5%,140,90,50
0,2014-2024,' 29-9000,Other Healthcare Practitioners and Technical Occupations,6910,7640,730,10.6%,210,70,140
0,2014-2024,' 29-9011,Occupational Health and Safety Specialists,3520,3720,200,5.7%,90,20,70
0,2014-2024,' 29-9012,Occupational Health and Safety Technicians,910,1010,100,11%,30,10,20
0,2014-2024,' 29-9091,Athletic Trainers,1230,1480,250,20.3%,50,30,30
0,2014-2024,' 29-9099,"Healthcare Practitioners and Technical Workers, All Other",1160,1310,150,12.9%,40,20,20
0,2014-2024,' 31-0000,Healthcare Support Occupations,373920,484810,110890,29.7%,19450,11100,8350
0,2014-2024,' 31-1000,"Nursing, Psychiatric, and Home Health Aides",285200,377500,92300,32.4%,15670,9230,6440
0,2014-2024,' 31-1011,Home Health Aides,161970,235310,73340,45.3%,10990,7330,3660
0,2014-2024,' 31-1013,Psychiatric Aides,7100,7500,400,5.6%,200,40,160
0,2014-2024,' 31-1014,Nursing Assistants,110730,128430,17700,16%,4270,1770,2500
0,2014-2024,' 31-1015,Orderlies,5400,6270,870,16.1%,210,90,120
0,2014-2024,' 31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,10660,13950,3290,30.9%,640,330,310
0,2014-2024,' 31-2011,Occupational Therapy Assistants,2300,2980,680,29.6%,140,70,70
0,2014-2024,' 31-2012,Occupational Therapy Aides,330,390,60,18.2%,20,10,10
0,2014-2024,' 31-2021,Physical Therapist Assistants,4470,5830,1360,30.4%,270,140,130
0,2014-2024,' 31-2022,Physical Therapist Aides,3550,4750,1200,33.8%,220,120,100
0,2014-2024,' 31-9000,Other Healthcare Support Occupations,78060,93360,15300,19.6%,3140,1540,1600
0,2014-2024,' 31-9011,Massage Therapists,7650,9870,2220,29%,280,220,60
0,2014-2024,' 31-9091,Dental Assistants,19860,23640,3780,19%,870,380,490
0,2014-2024,' 31-9092,Medical Assistants,25490,31540,6050,23.7%,1140,610,530
0,2014-2024,' 31-9093,Medical Equipment Preparers,2450,2760,310,12.7%,80,30,50
0,2014-2024,' 31-9094,Medical Transcriptionists,3800,3680,-120,-3.2%,80,0,80
0,2014-2024,' 31-9095,Pharmacy Aides,2640,2840,200,7.6%,80,20,60
0,2014-2024,' 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,3840,4350,510,13.3%,130,50,80
0,2014-2024,' 31-9097,Phlebotomists,5400,6740,1340,24.8%,250,130,110
0,2014-2024,' 31-9099,"Healthcare Support Workers, All Other",6950,7940,990,14.2%,250,100,150
0,2014-2024,' 33-0000,Protective Service Occupations,306320,337900,31580,10.3%,10150,3190,6960
0,2014-2024,' 33-1000,Supervisors of Protective Service Workers,28850,30840,1990,6.9%,1190,200,990
0,2014-2024,' 33-1011,First-Line Supervisors of Correctional Officers,4240,4220,-20,-0.5%,120,0,120
0,2014-2024,' 33-1012,First-Line Supervisors of Police and Detectives,13860,14730,870,6.3%,580,90,490
0,2014-2024,' 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,4400,4680,280,6.4%,240,30,210
0,2014-2024,' 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",6340,7220,880,13.9%,250,90,160
0,2014-2024,' 33-2000,Fire Fighting and Prevention Workers,14690,15610,920,6.3%,520,90,430
0,2014-2024,' 33-2011,Firefighters,13530,14380,850,6.3%,480,90,390
0,2014-2024,' 33-3000,Law Enforcement Workers,111440,115080,3640,3.3%,3730,400,3340
0,2014-2024,' 33-3011,Bailiffs,4560,4880,320,7%,160,30,130
0,2014-2024,' 33-3012,Correctional Officers and Jailers,37510,37330,-180,-0.5%,1030,0,1030
0,2014-2024,' 33-3021,Detectives and Criminal Investigators,11800,11890,90,0.8%,300,10,290
0,2014-2024,' 33-3031,Fish and Game Wardens,440,450,10,2.3%,10,0,10
0,2014-2024,' 33-3041,Parking Enforcement Workers,690,550,-140,-20.3%,20,0,20
0,2014-2024,' 33-3051,Police and Sheriff's Patrol Officers,56350,59900,3550,6.3%,2210,360,1860
0,2014-2024,' 33-9000,Other Protective Service Workers,151360,176370,25010,16.5%,4710,2500,2210
0,2014-2024,' 33-9011,Animal Control Workers,1020,1100,80,7.8%,30,10,20
0,2014-2024,' 33-9021,Private Detectives and Investigators,1970,2150,180,9.1%,70,20,50
0,2014-2024,' 33-9032,Security Guards,109680,128020,18340,16.7%,3380,1830,1540
0,2014-2024,' 33-9091,Crossing Guards,11450,12260,810,7.1%,290,80,210
0,2014-2024,' 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",9370,11120,1750,18.7%,310,170,130
0,2014-2024,' 33-9099,"Protective Service Workers, All Other",13820,17500,3680,26.6%,560,370,190
0,2014-2024,' 35-0000,Food Preparation and Serving Related Occupations,725280,872680,147400,20.3%,41940,14740,27200
0,2014-2024,' 35-1000,Supervisors of Food Preparation and Serving Workers,61140,77820,16680,27.3%,3310,1670,1640
0,2014-2024,' 35-1011,Chefs and Head Cooks,11880,15010,3130,26.3%,490,310,180
0,2014-2024,' 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,49260,62810,13550,27.5%,2820,1360,1460
0,2014-2024,' 35-2000,Cooks and Food Preparation Workers,173610,203380,29770,17.1%,7660,2980,4680
0,2014-2024,' 35-2011,"Cooks, Fast Food",21390,21610,220,1%,590,20,570
0,2014-2024,' 35-2012,"Cooks, Institution and Cafeteria",17670,20490,2820,16%,750,280,470
0,2014-2024,' 35-2014,"Cooks, Restaurant",63240,79610,16370,25.9%,3310,1640,1670
0,2014-2024,' 35-2015,"Cooks, Short Order",9190,9650,460,5%,290,50,240
0,2014-2024,' 35-2021,Food Preparation Workers,60540,70190,9650,15.9%,2650,970,1690
0,2014-2024,' 35-3000,Food and Beverage Serving Workers,401020,487080,86060,21.5%,24860,8610,16260
0,2014-2024,' 35-3011,Bartenders,43170,55170,12000,27.8%,2820,1200,1620
0,2014-2024,' 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",158870,204100,45230,28.5%,9660,4520,5130
0,2014-2024,' 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",28550,34910,6360,22.3%,2350,640,1720
0,2014-2024,' 35-3031,Waiters and Waitresses,152730,171610,18880,12.4%,9240,1890,7350
0,2014-2024,' 35-3041,"Food Servers, Nonrestaurant",17690,21290,3600,20.4%,790,360,430
0,2014-2024,' 35-9000,Other Food Preparation and Serving Related Workers,89500,104400,14900,16.6%,6110,1490,4620
0,2014-2024,' 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,33940,42100,8160,24%,2510,820,1700
0,2014-2024,' 35-9021,Dishwashers,35400,37360,1960,5.5%,1730,200,1530
0,2014-2024,' 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",18540,22940,4400,23.7%,1760,440,1320
0,2014-2024,' 35-9099,"Food Preparation and Serving Related Workers, All Other",1630,2000,370,22.7%,120,40,80
0,2014-2024,' 37-0000,Building and Grounds Cleaning and Maintenance Occupations,392920,445370,52450,13.3%,13150,5250,7910
0,2014-2024,' 37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,28540,32060,3520,12.3%,810,350,460
0,2014-2024,' 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,20280,22870,2590,12.8%,580,260,320
0,2014-2024,' 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",8260,9180,920,11.1%,230,90,140
0,2014-2024,' 37-2000,Building Cleaning and Pest Control Workers,298050,342190,44140,14.8%,10670,4410,6250
0,2014-2024,' 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",215510,246710,31200,14.5%,7400,3120,4280
0,2014-2024,' 37-2012,Maids and Housekeeping Cleaners,79170,91750,12580,15.9%,3150,1260,1890
0,2014-2024,' 37-3000,Grounds Maintenance Workers,66330,71130,4800,7.2%,1680,480,1200
0,2014-2024,' 37-3011,Landscaping and Groundskeeping Workers,60000,64170,4170,7%,1500,420,1080
0,2014-2024,' 37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",780,840,60,7.7%,20,10,10
0,2014-2024,' 37-3013,Tree Trimmers and Pruners,2700,3100,400,14.8%,90,40,50
0,2014-2024,' 37-3019,"Grounds Maintenance Workers, All Other",2850,3020,170,6%,70,20,50
0,2014-2024,' 39-0000,Personal Care and Service Occupations,465430,566080,100650,21.6%,18960,10070,8880
0,2014-2024,' 39-1000,Supervisors of Personal Care and Service Workers,22170,26230,4060,18.3%,840,410,430
0,2014-2024,' 39-1011,Gaming Supervisors,730,860,130,17.8%,40,10,20
0,2014-2024,' 39-1012,Slot Supervisors,240,320,80,33.3%,20,10,10
0,2014-2024,' 39-1021,First-Line Supervisors of Personal Service Workers,21200,25050,3850,18.2%,790,390,400
0,2014-2024,' 39-2000,Animal Care and Service Workers,14950,17850,2900,19.4%,620,290,330
0,2014-2024,' 39-2011,Animal Trainers,1650,1960,310,18.8%,90,30,60
0,2014-2024,' 39-2021,Nonfarm Animal Caretakers,13300,15890,2590,19.5%,530,260,270
0,2014-2024,' 39-3000,Entertainment Attendants and Related Workers,29120,34640,5520,19%,1910,560,1350
0,2014-2024,' 39-3012,Gaming and Sports Book Writers and Runners,960,1330,370,38.5%,60,40,30
0,2014-2024,' 39-3021,Motion Picture Projectionists,400,330,-70,-17.5%,20,0,20
0,2014-2024,' 39-3031,"Ushers, Lobby Attendants, and Ticket Takers",7890,8980,1090,13.8%,610,110,500
0,2014-2024,' 39-3091,Amusement and Recreation Attendants,14850,17990,3140,21.1%,940,320,620
0,2014-2024,' 39-3092,Costume Attendants,1280,1550,270,21.1%,80,30,50
0,2014-2024,' 39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1840,2200,360,19.6%,110,40,80
0,2014-2024,' 39-4000,Funeral Service Workers,2720,2940,220,8.1%,80,20,60
0,2014-2024,' 39-4031,"Morticians, Undertakers, and Funeral Directors",1780,1880,100,5.6%,50,10,40
0,2014-2024,' 39-5000,Personal Appearance Workers,75220,89000,13780,18.3%,2750,1380,1370
0,2014-2024,' 39-5011,Barbers,6510,7450,940,14.4%,220,90,120
0,2014-2024,' 39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39630,45970,6340,16%,1650,630,1020
0,2014-2024,' 39-5091,"Makeup Artists, Theatrical and Performance",600,730,130,21.7%,20,10,10
0,2014-2024,' 39-5092,Manicurists and Pedicurists,21720,26580,4860,22.4%,660,490,170
0,2014-2024,' 39-5093,Shampooers,2950,3610,660,22.4%,90,70,20
0,2014-2024,' 39-5094,Skincare Specialists,3820,4660,840,22%,110,80,30
0,2014-2024,' 39-6000,"Baggage Porters, Bellhops, and Concierges",10360,12310,1950,18.8%,410,200,210
0,2014-2024,' 39-6011,Baggage Porters and Bellhops,5020,6080,1060,21.1%,210,110,100
0,2014-2024,' 39-6012,Concierges,5340,6220,880,16.5%,200,90,110
0,2014-2024,' 39-7000,Tour and Travel Guides,2690,3130,440,16.4%,150,40,110
0,2014-2024,' 39-7011,Tour Guides and Escorts,2460,2870,410,16.7%,140,40,100
0,2014-2024,' 39-7012,Travel Guides,230,260,30,13%,10,0,10
0,2014-2024,' 39-9000,Other Personal Care and Service Workers,308190,379990,71800,23.3%,12200,7180,5020
0,2014-2024,' 39-9011,Childcare Workers,85880,95240,9360,10.9%,3470,940,2530
0,2014-2024,' 39-9021,Personal Care Aides,164700,215950,51250,31.1%,6460,5130,1330
0,2014-2024,' 39-9031,Fitness Trainers and Aerobics Instructors,18270,22360,4090,22.4%,750,410,340
0,2014-2024,' 39-9032,Recreation Workers,30090,35590,5500,18.3%,1110,550,560
0,2014-2024,' 39-9041,Residential Advisors,6660,7880,1220,18.3%,320,120,200
0,2014-2024,' 39-9099,"Personal Care and Service Workers, All Other",2600,2980,380,14.6%,100,40,60
0,2014-2024,' 41-0000,Sales and Related Occupations,979810,1053240,73430,7.5%,36000,7360,28640
0,2014-2024,' 41-1000,Supervisors of Sales Workers,114230,122550,8320,7.3%,2980,830,2150
0,2014-2024,' 41-1011,First-Line Supervisors of Retail Sales Workers,76940,82790,5850,7.6%,2310,590,1720
0,2014-2024,' 41-1012,First-Line Supervisors of Non-Retail Sales Workers,37290,39760,2470,6.6%,680,250,430
0,2014-2024,' 41-2000,Retail Sales Workers,536510,576310,39800,7.4%,23820,3980,19840
0,2014-2024,' 41-2011,Cashiers,194490,198820,4330,2.2%,8710,430,8280
0,2014-2024,' 41-2012,Gaming Change Persons and Booth Cashiers,440,630,190,43.2%,40,20,20
0,2014-2024,' 41-2021,Counter and Rental Clerks,19320,21590,2270,11.7%,710,230,480
0,2014-2024,' 41-2022,Parts Salespersons,8400,9130,730,8.7%,260,70,190
0,2014-2024,' 41-2031,Retail Salespersons,313870,346150,32280,10.3%,14110,3230,10880
0,2014-2024,' 41-3000,"Sales Representatives, Services",173930,188980,15050,8.7%,5290,1510,3780
0,2014-2024,' 41-3011,Advertising Sales Agents,26380,28970,2590,9.8%,1040,260,780
0,2014-2024,' 41-3021,Insurance Sales Agents,27400,28420,1020,3.7%,820,100,720
0,2014-2024,' 41-3031,"Securities, Commodities, and Financial Services Sales Agents",61660,63570,1910,3.1%,1260,190,1060
0,2014-2024,' 41-3041,Travel Agents,5520,5440,-80,-1.4%,90,0,90
0,2014-2024,' 41-3099,"Sales Representatives, Services, All Other",52960,62580,9620,18.2%,2090,960,1130
0,2014-2024,' 41-4000,"Sales Representatives, Wholesale and Manufacturing",109230,116330,7100,6.5%,2960,710,2250
0,2014-2024,' 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",14050,15470,1420,10.1%,430,140,290
0,2014-2024,' 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",95170,100860,5690,6%,2530,570,1960
0,2014-2024,' 41-9000,Other Sales and Related Workers,45920,49070,3150,6.9%,950,320,630
0,2014-2024,' 41-9011,Demonstrators and Product Promoters,6490,7660,1170,18%,310,120,190
0,2014-2024,' 41-9021,Real Estate Brokers,3310,3440,130,3.9%,40,10,20
0,2014-2024,' 41-9031,Sales Engineers,2550,2880,330,12.9%,100,30,70
0,2014-2024,' 41-9041,Telemarketers,7000,7210,210,3%,150,20,130
0,2014-2024,' 41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4960,4920,-40,-0.8%,40,0,40
0,2014-2024,' 43-0000,Office and Administrative Support Occupations,1634080,1746220,112140,6.9%,44990,13260,31730
0,2014-2024,' 43-1000,Supervisors of Office and Administrative Support Workers,121860,138610,16750,13.7%,3520,1680,1840
0,2014-2024,' 43-1011,First-Line Supervisors of Office and Administrative Support Workers,121860,138610,16750,13.7%,3520,1680,1840
0,2014-2024,' 43-2000,Communications Equipment Operators,8720,6100,-2620,-30%,120,0,120
0,2014-2024,' 43-2011,"Switchboard Operators, Including Answering Service",7530,5400,-2130,-28.3%,90,0,90
0,2014-2024,' 43-2021,Telephone Operators,1150,650,-500,-43.5%,30,0,30
0,2014-2024,' 43-3000,Financial Clerks,230410,233500,3090,1.3%,5010,840,4170
0,2014-2024,' 43-3011,Bill and Account Collectors,21820,22090,270,1.2%,560,30,530
0,2014-2024,' 43-3021,Billing and Posting Clerks,33790,40390,6600,19.5%,1370,660,710
